,3,,3,,2,,9,,2
result_dt,11413100,result_dt,11341400,result_dt,11299000,result_dt,11355500,result_dt,11446220
1991-06-09, 215,1960-06-08, 266,1998-03-06, 2556.0000,1969-06-09,288,1998-03-06, 2556.0000
1991-06-10, 211,1960-06-09, 230,1998-03-07, 1885.0000,1969-06-10,276,1998-03-07, 1885.0000
1991-06-11, 208,1960-06-10, 210,1998-03-08, 3097.0000,1969-06-11,286,1998-03-08, 3097.0000
1991-06-12, 205,1960-06-11, 194,1998-03-09, 2057.0000,1969-06-12,278,1998-03-09, 2057.0000
1991-06-13, 203,1960-06-12, 182,1998-03-10, 2021.0000,1969-06-13,280,1998-03-10, 2021.0000
1991-06-14, 200,1960-06-13, 170,1998-03-11, 2262.0000,1969-06-14,280,1998-03-11, 2262.0000
1991-06-15, 198,1960-06-14, 157,1998-03-12, 2014.0000,1969-06-15,274,1998-03-12, 2014.0000
1991-06-16, 196,1960-06-15, 144,1998-03-13, 1847.0000,1969-06-16,267,1998-03-13, 1847.0000
1991-06-17, 195,1960-06-16, 134,1998-03-14, 1772.0000,1969-06-17,256,1998-03-14, 1772.0000
1991-06-18, 193,1960-06-17, 122,1998-03-15, 1843.0000,1969-06-18,261,1998-03-15, 1843.0000
1991-06-19, 191,1960-06-18, 116,1998-03-16, 2539.0000,1969-06-19,269,1998-03-16, 2539.0000
1991-06-20, 190,1960-06-19, 112,1998-03-17, 2545.0000,1969-06-20,263,1998-03-17, 2545.0000
1991-06-21, 189,1960-06-20, 103,1998-03-18, 2666.0000,1969-06-21,254,1998-03-18, 2666.0000
1991-06-22, 187,1960-06-21, 100,1998-03-19, 2968.0000,1969-06-22,249,1998-03-19, 2968.0000
1991-06-23, 186,1960-06-22,  94,1998-03-20, 3081.0000,1969-06-23,245,1998-03-20, 3081.0000
1991-06-24, 185,1960-06-23,  92,1998-03-21, 2848.0000,1969-06-24,237,1998-03-21, 2848.0000
1991-06-25, 184,1960-06-24,  90,1998-03-22, 3613.0000,1969-06-25,222,1998-03-22, 3613.0000
1991-06-26, 183,1960-06-25,  83,1998-03-23, 4542.0000,1969-06-26,211,1998-03-23, 4542.0000
1991-06-27, 182,1960-06-26,  81,1998-03-24,11753.0000,1969-06-27,204,1998-03-24,11753.0000
1991-06-28, 181,1960-06-27,  80,1998-03-25,11414.0000,1969-06-28,196,1998-03-25,11414.0000
1991-06-29, 180,1960-06-28,  75,1998-03-26, 6693.0000,1969-06-29,193,1998-03-26, 6693.0000
1991-06-30, 180,1960-06-29,  73,1998-03-27, 6499.0000,1969-06-30,195,1998-03-27, 6499.0000
1991-07-01, 135,1960-06-30,  73,1998-03-28, 5006.0000,1969-07-01,195,1998-03-28, 5006.0000
1991-07-02, 121,1960-07-01,  74,1998-03-29, 3894.0000,1969-07-02,195,1998-03-29, 3894.0000
1991-07-03, 111,1960-07-02,  70,1998-03-30, 3695.0000,1969-07-03,192,1998-03-30, 3695.0000
1991-07-04, 103,1960-07-03,  69,1998-03-31, 3352.0000,1969-07-04,189,1998-03-31, 3352.0000
1991-07-05,  97,1960-07-04,  66,1998-04-01, 3349.0000,1969-07-05,191,1998-04-01, 3349.0000
1991-07-06,  91,1960-07-05,  63,1998-04-02, 2961.0000,1969-07-06,189,1998-04-02, 2961.0000
1991-07-07,  86,1960-07-06,  62,1998-04-03, 3788.0000,1969-07-07,185,1998-04-03, 3788.0000
1991-07-08,  82,1960-07-07,  65,1998-04-04, 3330.0000,1969-07-08,181,1998-04-04, 3330.0000
1991-07-09,  78,1960-07-08,  66,1998-04-05, 2729.0000,1969-07-09,180,1998-04-05, 2729.0000
1991-07-10,  74,1960-07-09,  65,1998-04-06, 3065.0000,1969-07-10,177,1998-04-06, 3065.0000
1991-07-11,  71,1960-07-10,  61,1998-04-07, 3242.0000,1969-07-11,176,1998-04-07, 3242.0000
1991-07-12,  67,1960-07-11,  61,1998-04-08, 2750.0000,1969-07-12,175,1998-04-08, 2750.0000
1991-07-13,  64,1960-07-12,  59,1998-04-09, 2632.0000,1969-07-13,173,1998-04-09, 2632.0000
1991-07-14,  62,1960-07-13,  58,1998-04-10, 2625.0000,1969-07-14,173,1998-04-10, 2625.0000
1991-07-15,  59,1960-07-14,  54,1998-04-11, 3214.0000,1969-07-15,171,1998-04-11, 3214.0000
1991-07-16,  57,1960-07-15,  54,1998-04-12, 1757.0000,1969-07-16,168,1998-04-12, 1757.0000
1991-07-17,  54,1960-07-16,  52,1998-04-13, 3534.0000,1969-07-17,170,1998-04-13, 3534.0000
1991-07-18,  52,1960-07-17,  52,1998-04-14, 3332.0000,1969-07-18,170,1998-04-14, 3332.0000
1991-07-19,  50,1960-07-18,  47,1998-04-15, 3126.0000,1969-07-19,167,1998-04-15, 3126.0000
1991-07-20,  48,1960-07-19,  48,1998-04-16, 2658.0000,1969-07-20,164,1998-04-16, 2658.0000
1991-07-21,  46,1960-07-20,  47,1998-04-17, 2594.0000,1969-07-21,165,1998-04-17, 2594.0000
1991-07-22,  44,1960-07-21,  49,1998-04-18, 2577.0000,1969-07-22,165,1998-04-18, 2577.0000
1991-07-23,  43,1960-07-22,  49,1998-04-19, 2471.0000,1969-07-23,162,1998-04-19, 2471.0000
1991-07-24,  41,1960-07-23,  46,1998-04-20, 3284.0000,1969-07-24,158,1998-04-20, 3284.0000
1991-07-25,  39,1960-07-24,  47,1998-04-21, 4232.0000,1969-07-25,155,1998-04-21, 4232.0000
1991-07-26,  38,1960-07-25,  49,1998-04-22, 4997.0000,1969-07-26,153,1998-04-22, 4997.0000
1991-07-27,  36,1960-07-26,  48,1998-04-23, 5988.0000,1969-07-27,152,1998-04-23, 5988.0000
1991-07-28,  35,1960-07-27,  47,1998-04-24, 4639.0000,1969-07-28,150,1998-04-24, 4639.0000
1991-07-29,  34,1960-07-28,  47,1998-04-25, 3823.0000,1969-07-29,149,1998-04-25, 3823.0000
1991-07-30,  33,1960-07-29,  46,1998-04-26, 4031.0000,1969-07-30,149,1998-04-26, 4031.0000
1991-07-31,  31,1960-07-30,  47,1998-04-27, 4420.0000,1969-07-31,148,1998-04-27, 4420.0000
1991-08-01,  32,1960-07-31,  47,1998-04-28, 4852.0000,1969-08-01,146,1998-04-28, 4852.0000
1991-08-02,  33,1960-08-01,  49,1998-04-29, 5429.0000,1969-08-02,145,1998-04-29, 5429.0000
1991-08-03,  32,1960-08-02,  49,1998-04-30, 5921.0000,1969-08-03,145,1998-04-30, 5921.0000
1991-08-04,  32,1960-08-03,  49,1998-05-01, 6124.0000,1969-08-04,145,1998-05-01, 6124.0000
1991-08-05,  31,1960-08-04,  49,1998-05-02, 6713.0000,1969-08-05,145,1998-05-02, 6713.0000
1991-08-06,  29,1960-08-05,  48,1998-05-03, 7022.0000,1969-08-06,144,1998-05-03, 7022.0000
1991-08-07,  28,1960-08-06,  47,1998-05-04, 7338.0000,1969-08-07,144,1998-05-04, 7338.0000
1991-08-08,  27,1960-08-07,  46,1998-05-05, 6537.0000,1969-08-08,144,1998-05-05, 6537.0000
1991-08-09,  26,1960-08-08,  47,1998-05-06, 5843.0000,1969-08-09,142,1998-05-06, 5843.0000
1991-08-10,  25,1960-08-09,  45,1998-05-07, 5026.0000,1969-08-10,144,1998-05-07, 5026.0000
1991-08-11,  23,1960-08-10,  43,1998-05-08, 5228.0000,1969-08-11,144,1998-05-08, 5228.0000
1991-08-12,  22,1960-08-11,  44,1998-05-09, 5465.0000,1969-08-12,140,1998-05-09, 5465.0000
1991-08-13,  21,1960-08-12,  44,1998-05-10, 5067.0000,1969-08-13,141,1998-05-10, 5067.0000
1991-08-14,  20,1960-08-13,  45,1998-05-11, 4599.0000,1969-08-14,141,1998-05-11, 4599.0000
1991-08-15,  19,1960-08-14,  44,1998-05-12, 5047.0000,1969-08-15,142,1998-05-12, 5047.0000
1991-08-16,  18,1960-08-15,  45,1998-05-13, 4288.0000,1969-08-16,142,1998-05-13, 4288.0000
1991-08-17,  18,1960-08-16,  47,1998-05-14, 3778.0000,1969-08-17,142,1998-05-14, 3778.0000
1991-08-18,  17,1960-08-17,  46,1998-05-15, 3769.0000,1969-08-18,141,1998-05-15, 3769.0000
1991-08-19,  17,1960-08-18,  48,1998-05-16, 3771.0000,1969-08-19,147,1998-05-16, 3771.0000
1991-08-20,  16,1960-08-19,  50,1998-05-17, 3100.0000,1969-08-20,148,1998-05-17, 3100.0000
1991-08-21,  16,1960-08-20,  50,1998-05-18, 3823.0000,1969-08-21,148,1998-05-18, 3823.0000
1991-08-22,  15,1960-08-21,  48,1998-05-19, 3725.0000,1969-08-22,147,1998-05-19, 3725.0000
1991-08-23,  15,1960-08-22,  48,1998-05-20, 4252.0000,1969-08-23,146,1998-05-20, 4252.0000
1991-08-24,  15,1960-08-23,  47,1998-05-21, 3983.0000,1969-08-24,146,1998-05-21, 3983.0000
1991-08-25,  15,1960-08-24,  47,1998-05-22, 3730.0000,1969-08-25,147,1998-05-22, 3730.0000
1991-08-26,  14,1960-08-25,  47,1998-05-23, 3747.0000,1969-08-26,146,1998-05-23, 3747.0000
1991-08-27,  14,1960-08-26,  48,1998-05-24, 3752.0000,1969-08-27,145,1998-05-24, 3752.0000
1991-08-28,  14,1960-08-27,  45,1998-05-25, 5349.0000,1969-08-28,145,1998-05-25, 5349.0000
1991-08-29,  14,1960-08-28,  45,1998-05-26, 4860.0000,1969-08-29,142,1998-05-26, 4860.0000
1991-08-30,  14,1960-08-29,  44,1998-05-27, 3966.0000,1969-08-30,141,1998-05-27, 3966.0000
1991-08-31,  14,1960-08-30,  47,1998-05-28, 4064.0000,1969-08-31,142,1998-05-28, 4064.0000
1991-09-01,  14,1960-08-31,  44,1998-05-29, 3274.0000,1969-09-01,142,1998-05-29, 3274.0000
1991-09-02,  15,1960-09-01,  44,1998-05-30, 4457.0000,1969-09-02,141,1998-05-30, 4457.0000
1991-09-03,  15,1960-09-02,  45,1998-05-31, 4655.0000,1969-09-03,141,1998-05-31, 4655.0000
1991-09-04,  15,1960-09-03,  48,1998-06-01, 5107.0000,1969-09-04,140,1998-06-01, 5107.0000
1991-09-05,  16,1960-09-04,  49,1998-06-02, 5871.0000,1969-09-05,141,1998-06-02, 5871.0000
1991-09-06,  16,1960-09-05,  49,1998-06-03, 5696.0000,1969-09-06,141,1998-06-03, 5696.0000
1991-09-07,  16,1960-09-06,  47,1998-06-04, 5428.0000,1969-09-07,141,1998-06-04, 5428.0000
1991-09-08,  16,1960-09-07,  47,1998-06-05, 5627.0000,1969-09-08,146,1998-06-05, 5627.0000
1991-09-09,  16,1960-09-08,  45,1998-06-06, 6334.0000,1969-09-09,149,1998-06-06, 6334.0000
1991-09-10,  16,1960-09-09,  47,1998-06-07, 8503.0000,1969-09-10,149,1998-06-07, 8503.0000
1991-09-11,  17,1960-09-10,  47,1998-06-08, 7765.0000,1969-09-11,148,1998-06-08, 7765.0000
1991-09-12,  17,1960-09-11,  47,1998-06-09, 7337.0000,1969-09-12,149,1998-06-09, 7337.0000
1991-09-13,  17,1960-09-12,  45,1998-06-10, 7190.0000,1969-09-13,150,1998-06-10, 7190.0000
1991-09-14,  17,1960-09-13,  47,1998-06-11, 7853.0000,1969-09-14,150,1998-06-11, 7853.0000
1991-09-15,  17,1960-09-14,  45,1998-06-12, 7456.0000,1969-09-15,150,1998-06-12, 7456.0000
1991-09-16,  18,1960-09-15,  45,1998-06-13, 7513.0000,1969-09-16,150,1998-06-13, 7513.0000
1991-09-17,  19,1960-09-16,  45,1998-06-14, 8060.0000,1969-09-17,150,1998-06-14, 8060.0000
1991-09-18,  20,1960-09-17,  45,1998-06-15, 8286.0000,1969-09-18,147,1998-06-15, 8286.0000
1991-09-19,  21,1960-09-18,  45,1998-06-16, 8582.0000,1969-09-19,144,1998-06-16, 8582.0000
1991-09-20,  22,1960-09-19,  47,1998-06-17, 7311.0000,1969-09-20,142,1998-06-17, 7311.0000
1991-09-21,  22,1960-09-20,  47,1998-06-18, 7302.0000,1969-09-21,142,1998-06-18, 7302.0000
1991-09-22,  23,1960-09-21,  45,1998-06-19, 7262.0000,1969-09-22,145,1998-06-19, 7262.0000
1991-09-23,  24,1960-09-22,  45,1998-06-20, 6991.0000,1969-09-23,147,1998-06-20, 6991.0000
1991-09-24,  24,1960-09-23,  45,1998-06-21, 7307.0000,1969-09-24,146,1998-06-21, 7307.0000
1991-09-25,  25,1960-09-24,  45,1998-06-22, 7256.0000,1969-09-25,145,1998-06-22, 7256.0000
1991-09-26,  25,1960-09-25,  45,1998-06-23, 7071.0000,1969-09-26,144,1998-06-23, 7071.0000
1991-09-27,  25,1960-09-26,  45,1998-06-24, 6143.0000,1969-09-27,145,1998-06-24, 6143.0000
1991-09-28,  26,1960-09-27,  47,1998-06-25, 6754.0000,1969-09-28,144,1998-06-25, 6754.0000
1991-09-29,  26,1960-09-28,  45,1998-06-26, 6800.0000,1969-09-29,144,1998-06-26, 6800.0000
1991-09-30,  26,1960-09-29,  45,1998-06-27, 6166.0000,1969-09-30,142,1998-06-27, 6166.0000
1991-10-01,  28,1960-09-30,  45,1998-06-28, 6178.0000,1969-10-01,141,1998-06-28, 6178.0000
1991-10-02,  29,1960-10-01,  47,1998-06-29, 6134.0000,1969-10-02,144,1998-06-29, 6134.0000
1991-10-03,  30,1960-10-02,  47,1998-06-30, 6818.0000,1969-10-03,147,1998-06-30, 6818.0000
1991-10-04,  31,1960-10-03,  48,1998-07-01, 5752.0000,1969-10-04,147,1998-07-01, 5752.0000
1991-10-05,  32,1960-10-04,  47,1998-07-02, 5658.0000,1969-10-05,147,1998-07-02, 5658.0000
1991-10-06,  33,1960-10-05,  54,1998-07-03, 5941.0000,1969-10-06,144,1998-07-03, 5941.0000
1991-10-07,  34,1960-10-06, 143,1998-07-04, 5086.0000,1969-10-07,144,1998-07-04, 5086.0000
1991-10-08,  35,1960-10-07,  92,1998-07-05, 5409.0000,1969-10-08,147,1998-07-05, 5409.0000
1991-10-09,  36,1960-10-08,  80,1998-07-06, 5611.0000,1969-10-09,146,1998-07-06, 5611.0000
1991-10-10,  36,1960-10-09,  69,1998-07-07, 5600.0000,1969-10-10,144,1998-07-07, 5600.0000
1991-10-11,  37,1960-10-10,  67,1998-07-08, 5696.0000,1969-10-11,146,1998-07-08, 5696.0000
1991-10-12,  38,1960-10-11,  64,1998-07-09, 5441.0000,1969-10-12,148,1998-07-09, 5441.0000
1991-10-13,  38,1960-10-12,  63,1998-07-10, 4894.0000,1969-10-13,149,1998-07-10, 4894.0000
1991-10-14,  39,1960-10-13,  60,1998-07-11, 4888.0000,1969-10-14,149,1998-07-11, 4888.0000
1991-10-15,  39,1960-10-14,  59,1998-07-12, 4259.0000,1969-10-15,157,1998-07-12, 4259.0000
1991-10-16,  40,1960-10-15,  59,1998-07-13, 4056.0000,1969-10-16,171,1998-07-13, 4056.0000
1991-10-17,  40,1960-10-16,  59,1998-07-14, 3660.0000,1969-10-17,159,1998-07-14, 3660.0000
1991-10-18,  41,1960-10-17,  60,1998-07-15, 3660.0000,1969-10-18,155,1998-07-15, 3660.0000
1991-10-19,  41,1960-10-18,  61,1998-07-16, 3761.0000,1969-10-19,153,1998-07-16, 3761.0000
1991-10-20,  42,1960-10-19,  59,1998-07-17, 3665.0000,1969-10-20,154,1998-07-17, 3665.0000
1991-10-21,  42,1960-10-20,  61,1998-07-18, 3848.0000,1969-10-21,155,1998-07-18, 3848.0000
1991-10-22,  42,1960-10-21,  61,1998-07-19, 3642.0000,1969-10-22,155,1998-07-19, 3642.0000
1991-10-23,  42,1960-10-22,  58,1998-07-20, 3516.0000,1969-10-23,155,1998-07-20, 3516.0000
1991-10-24,  43,1960-10-23,  56,1998-07-21, 3012.0000,1969-10-24,154,1998-07-21, 3012.0000
1991-10-25,  43,1960-10-24,  56,1998-07-22, 3132.0000,1969-10-25,154,1998-07-22, 3132.0000
1991-10-26,  43,1960-10-25,  57,1998-07-23, 2856.0000,1969-10-26,154,1998-07-23, 2856.0000
1991-10-27,  43,1960-10-26,  59,1998-07-24, 2465.0000,1969-10-27,154,1998-07-24, 2465.0000
1991-10-28,  43,1960-10-27,  60,1998-07-25, 2223.0000,1969-10-28,154,1998-07-25, 2223.0000
1991-10-29,  44,1960-10-28,  62,1998-07-26, 2410.0000,1969-10-29,154,1998-07-26, 2410.0000
1991-10-30,  44,1960-10-29,  59,1998-07-27, 2427.0000,1969-10-30,154,1998-07-27, 2427.0000
1991-10-31,  44,1960-10-30,  59,1998-07-28, 2187.0000,1969-10-31,154,1998-07-28, 2187.0000
1991-11-01,  46,1960-10-31,  59,1998-07-29, 2000.0000,1969-11-01,154,1998-07-29, 2000.0000
1991-11-02,  47,1960-11-01,  57,1998-07-30, 1786.0000,1969-11-02,153,1998-07-30, 1786.0000
1991-11-03,  49,1960-11-02,  59,1998-07-31, 2090.0000,1969-11-03,153,1998-07-31, 2090.0000
1991-11-04,  50,1960-11-03,  61,1998-08-01, 1895.0000,1969-11-04,154,1998-08-01, 1895.0000
1991-11-05,  52,1960-11-04,  59,1998-08-02, 1751.0000,1969-11-05,183,1998-08-02, 1751.0000
1991-11-06,  53,1960-11-05,  63,1998-08-03, 2179.0000,1969-11-06,162,1998-08-03, 2179.0000
1991-11-07,  55,1960-11-06,  66,1998-08-04, 1913.0000,1969-11-07,158,1998-08-04, 1913.0000
1991-11-08,  57,1960-11-07,  68,1998-08-05, 1785.0000,1969-11-08,157,1998-08-05, 1785.0000
1991-11-09,  58,1960-11-08,  65,1998-08-06, 1650.0000,1969-11-09,157,1998-08-06, 1650.0000
1991-11-10,  59,1960-11-09,  66,1998-08-07, 1481.0000,1969-11-10,155,1998-08-07, 1481.0000
1991-11-11,  61,1960-11-10,  67,1998-08-08, 1045.0000,1969-11-11,155,1998-08-08, 1045.0000
1991-11-12,  62,1960-11-11,  72,1998-08-09,  963.0000,1969-11-12,154,1998-08-09,  963.0000
1991-11-13,  63,1960-11-12, 102,1998-08-10, 1414.0000,1969-11-13,154,1998-08-10, 1414.0000
1991-11-14,  64,1960-11-13,  98,1998-08-11, 1445.0000,1969-11-14,154,1998-08-11, 1445.0000
1991-11-15,  65,1960-11-14,  84,1998-08-12,  672.0000,1969-11-15,154,1998-08-12,  672.0000
1991-11-16,  65,1960-11-15,  78,1998-08-13, 1313.0000,1969-11-16,154,1998-08-13, 1313.0000
1991-11-17,  66,1960-11-16,  83,1998-08-14, 1684.0000,1969-11-17,150,1998-08-14, 1684.0000
1991-11-18,  67,1960-11-17,  92,1998-08-15,  900.0000,1969-11-18,152,1998-08-15,  900.0000
1991-11-19,  68,1960-11-18, 119,1998-08-16,  514.0000,1969-11-19,153,1998-08-16,  514.0000
1991-11-20,  68,1960-11-19,  86,1998-08-17,  871.0000,1969-11-20,152,1998-08-17,  871.0000
1991-11-21,  69,1960-11-20,  74,1998-08-18,  936.0000,1969-11-21,152,1998-08-18,  936.0000
1991-11-22,  70,1960-11-21,  73,1998-08-19, 1016.0000,1969-11-22,152,1998-08-19, 1016.0000
1991-11-23,  70,1960-11-22,  69,1998-08-20,  833.0000,1969-11-23,152,1998-08-20,  833.0000
1991-11-24,  71,1960-11-23,  85,1998-08-21, 1104.0000,1969-11-24,152,1998-08-21, 1104.0000
1991-11-25,  71,1960-11-24, 185,1998-08-22,  972.0000,1969-11-25,152,1998-08-22,  972.0000
1991-11-26,  72,1960-11-25, 683,1998-08-23,  779.0000,1969-11-26,152,1998-08-23,  779.0000
1991-11-27,  72,1960-11-26, 215,1998-08-24,  972.0000,1969-11-27,153,1998-08-24,  972.0000
1991-11-28,  73,1960-11-27, 134,1998-08-25, 1277.0000,1969-11-28,150,1998-08-25, 1277.0000
1991-11-29,  74,1960-11-28, 110,1998-08-26, 1218.0000,1969-11-29,150,1998-08-26, 1218.0000
1991-11-30,  74,1960-11-29,  97,1998-08-27, 1624.0000,1969-11-30,152,1998-08-27, 1624.0000
1991-12-01,  94,1960-11-30, 174,1998-08-28, 1201.0000,1969-12-01,150,1998-08-28, 1201.0000
1991-12-02, 103,1960-12-01,1440,1998-08-29, 1173.0000,1969-12-02,150,1998-08-29, 1173.0000
1991-12-03, 106,1960-12-02, 604,1998-08-30,  918.0000,1969-12-03,150,1998-08-30,  918.0000
1991-12-04, 109,1960-12-03, 291,1998-08-31, 1583.0000,1969-12-04,150,1998-08-31, 1583.0000
1991-12-05, 110,1960-12-04, 204,1998-09-01, 1277.0000,1969-12-05,149,1998-09-01, 1277.0000
1991-12-06, 111,1960-12-05, 167,1998-09-02, 1377.0000,1969-12-06,153,1998-09-02, 1377.0000
1991-12-07, 113,1960-12-06, 148,1998-09-03, 1273.0000,1969-12-07,152,1998-09-03, 1273.0000
1991-12-08, 114,1960-12-07, 140,1998-09-04, 1043.0000,1969-12-08,153,1998-09-04, 1043.0000
1991-12-09, 114,1960-12-08, 133,1998-09-05, 1107.0000,1969-12-09,150,1998-09-05, 1107.0000
1991-12-10, 115,1960-12-09, 131,1998-09-06, 1205.0000,1969-12-10,152,1998-09-06, 1205.0000
1991-12-11, 116,1960-12-10, 131,1998-09-07,  969.0000,1969-12-11,152,1998-09-07,  969.0000
1991-12-12, 117,1960-12-11, 131,1998-09-08,  822.0000,1969-12-12,170,1998-09-08,  822.0000
1991-12-13, 118,1960-12-12, 130,1998-09-09, 1143.0000,1969-12-13,167,1998-09-09, 1143.0000
1991-12-14, 118,1960-12-13, 132,1998-09-10,  878.0000,1969-12-14,162,1998-09-10,  878.0000
1991-12-15, 119,1960-12-14, 131,1998-09-11, 1285.0000,1969-12-15,158,1998-09-11, 1285.0000
1991-12-16, 120,1960-12-15, 155,1998-09-12,  905.0000,1969-12-16,157,1998-09-12,  905.0000
1991-12-17, 120,1960-12-16, 264,1998-09-13,  959.0000,1969-12-17,155,1998-09-13,  959.0000
1991-12-18, 121,1960-12-17, 412,1998-09-14, 1577.0000,1969-12-18,155,1998-09-14, 1577.0000
1991-12-19, 122,1960-12-18, 616,1998-09-15,NA,1969-12-19,174,1998-09-15,NA
1991-12-20, 122,1960-12-19, 509,1998-09-16, 1262.0000,1969-12-20,197,1998-09-16, 1262.0000
1991-12-21, 123,1960-12-20, 328,1998-09-17,  619.0000,1969-12-21,380,1998-09-17,  619.0000
1991-12-22, 124,1960-12-21, 268,1998-09-18, 1216.0000,1969-12-22,249,1998-09-18, 1216.0000
1991-12-23, 124,1960-12-22, 234,1998-09-19,  163.0000,1969-12-23,197,1998-09-19,  163.0000
1991-12-24, 125,1960-12-23, 218,1998-09-20,  635.0000,1969-12-24,177,1998-09-20,  635.0000
1991-12-25, 126,1960-12-24, 203,1998-09-21,  585.0000,1969-12-25,171,1998-09-21,  585.0000
1991-12-26, 126,1960-12-25, 194,1998-09-22,  729.0000,1969-12-26,160,1998-09-22,  729.0000
1991-12-27, 127,1960-12-26, 183,1998-09-23,  705.0000,1969-12-27,154,1998-09-23,  705.0000
1991-12-28, 127,1960-12-27, 176,1998-09-24,  659.0000,1969-12-28,146,1998-09-24,  659.0000
1991-12-29, 128,1960-12-28, 165,1998-09-25,  771.0000,1969-12-29,144,1998-09-25,  771.0000
1991-12-30, 128,1960-12-29, 158,1998-09-26,  444.0000,1969-12-30,144,1998-09-26,  444.0000
1991-12-31, 129,1960-12-30, 150,1998-09-27,  652.0000,1969-12-31,143,1998-09-27,  652.0000
1992-01-01, 126,1960-12-31, 145,1998-09-28,  772.0000,1970-01-01,143,1998-09-28,  772.0000
1992-01-02, 125,1961-01-01, 133,1998-09-29, 1015.0000,1970-01-02,141,1998-09-29, 1015.0000
1992-01-03, 126,1961-01-02, 132,1998-09-30,  910.0000,1970-01-03,138,1998-09-30,  910.0000
1992-01-04, 129,1961-01-03, 125,1998-10-01,  652.0000,1970-01-04,137,1998-10-01,  652.0000
1992-01-05, 133,1961-01-04, 123,1998-10-02,  945.0000,1970-01-05,136,1998-10-02,  945.0000
1992-01-06, 137,1961-01-05, 123,1998-10-03,  915.0000,1970-01-06,136,1998-10-03,  915.0000
1992-01-07, 141,1961-01-06, 117,1998-10-04,  223.0000,1970-01-07,140,1998-10-04,  223.0000
1992-01-08, 145,1961-01-07, 118,1998-10-05,  314.0000,1970-01-08,143,1998-10-05,  314.0000
1992-01-09, 148,1961-01-08, 119,1998-10-06,  438.0000,1970-01-09,148,1998-10-06,  438.0000
1992-01-10, 151,1961-01-09, 126,1998-10-07,  997.0000,1970-01-10,150,1998-10-07,  997.0000
1992-01-11, 153,1961-01-10, 126,1998-10-08, 1446.0000,1970-01-11,149,1998-10-08, 1446.0000
1992-01-12, 156,1961-01-11, 125,1998-10-09,  909.0000,1970-01-12,149,1998-10-09,  909.0000
1992-01-13, 158,1961-01-12, 124,1998-10-10,   35.0000,1970-01-13,153,1998-10-10,   35.0000
1992-01-14, 160,1961-01-13, 121,1998-10-11,  853.0000,1970-01-14,170,1998-10-11,  853.0000
1992-01-15, 161,1961-01-14, 125,1998-10-12,  905.0000,1970-01-15,160,1998-10-12,  905.0000
1992-01-16, 163,1961-01-15, 130,1998-10-13, 1531.0000,1970-01-16,215,1998-10-13, 1531.0000
1992-01-17, 164,1961-01-16, 126,1998-10-14,  162.0000,1970-01-17,198,1998-10-14,  162.0000
1992-01-18, 166,1961-01-17, 126,1998-10-15,  790.0000,1970-01-18,183,1998-10-15,  790.0000
1992-01-19, 167,1961-01-18, 125,1998-10-16,  691.0000,1970-01-19,180,1998-10-16,  691.0000
1992-01-20, 168,1961-01-19, 124,1998-10-17,  599.0000,1970-01-20,181,1998-10-17,  599.0000
1992-01-21, 169,1961-01-20, 128,1998-10-18,  635.0000,1970-01-21,293,1998-10-18,  635.0000
1992-01-22, 170,1961-01-21, 128,1998-10-19,  413.0000,1970-01-22,483,1998-10-19,  413.0000
1992-01-23, 171,1961-01-22, 126,1998-10-20,  629.0000,1970-01-23,705,1998-10-20,  629.0000
1992-01-24, 172,1961-01-23, 152,1998-10-21,   35.0000,1970-01-24,595,1998-10-21,   35.0000
1992-01-25, 173,1961-01-24, 154,1998-10-22,  755.0000,1970-01-25,353,1998-10-22,  755.0000
1992-01-26, 174,1961-01-25, 146,1998-10-23,  598.0000,1970-01-26,300,1998-10-23,  598.0000
1992-01-27, 174,1961-01-26, 170,1998-10-24,  424.0000,1970-01-27,281,1998-10-24,  424.0000
1992-01-28, 175,1961-01-27, 191,1998-10-25,  439.0000,1970-01-28,239,1998-10-25,  439.0000
1992-01-29, 176,1961-01-28, 182,1998-10-26, 1372.0000,1970-01-29,225,1998-10-26, 1372.0000
1992-01-30, 176,1961-01-29, 200,1998-10-27,  784.0000,1970-01-30,219,1998-10-27,  784.0000
1992-01-31, 177,1961-01-30, 302,1998-10-28, 1018.0000,1970-01-31,212,1998-10-28, 1018.0000
1992-02-01, 246,1961-01-31,1260,1998-10-29,  896.0000,1970-02-01,208,1998-10-29,  896.0000
1992-02-02, 273,1961-02-01, 670,1998-10-30,  976.0000,1970-02-02,204,1998-10-30,  976.0000
1992-02-03, 289,1961-02-02, 663,1998-10-31, 1331.0000,1970-02-03,204,1998-10-31, 1331.0000
1992-02-04, 301,1961-02-03, 562,1998-11-01,  145.0000,1970-02-04,203,1998-11-01,  145.0000
1992-02-05, 310,1961-02-04, 426,1998-11-02,  526.0000,1970-02-05,200,1998-11-02,  526.0000
1992-02-06, 318,1961-02-05, 361,1998-11-03,  368.0000,1970-02-06,200,1998-11-03,  368.0000
