,3,,3,,2,,9,,2
result_dt,11413100,result_dt,11341400,result_dt,11299000,result_dt,11355500,result_dt,11446220
2003-05-29,1073,1972-05-28, 334,,NA,1981-05-29,167,,NA
2003-05-30,1073,1972-05-29, 359,,NA,1981-05-30,170,,NA
2003-05-31,1073,1972-05-30, 357,,NA,1981-05-31,159,,NA
2003-06-01, 845,1972-05-31, 338,,NA,1981-06-01,150,,NA
2003-06-02, 781,1972-06-01, 307,,NA,1981-06-02,149,,NA
2003-06-03, 751,1972-06-02, 281,,NA,1981-06-03,144,,NA
2003-06-04, 734,1972-06-03, 263,,NA,1981-06-04,143,,NA
2003-06-05, 721,1972-06-04, 240,,NA,1981-06-05,144,,NA
2003-06-06, 711,1972-06-05, 224,,NA,1981-06-06,142,,NA
2003-06-07, 704,1972-06-06, 214,,NA,1981-06-07,139,,NA
2003-06-08, 697,1972-06-07, 205,,NA,1981-06-08,143,,NA
2003-06-09, 691,1972-06-08, 194,,NA,1981-06-09,138,,NA
2003-06-10, 687,1972-06-09, 206,,NA,1981-06-10,142,,NA
2003-06-11, 682,1972-06-10, 265,,NA,1981-06-11,143,,NA
2003-06-12, 679,1972-06-11, 224,,NA,1981-06-12,144,,NA
2003-06-13, 675,1972-06-12, 251,,NA,1981-06-13,139,,NA
2003-06-14, 672,1972-06-13, 246,,NA,1981-06-14,137,,NA
2003-06-15, 670,1972-06-14, 154,,NA,1981-06-15,135,,NA
2003-06-16, 667,1972-06-15, 118,,NA,1981-06-16,133,,NA
2003-06-17, 665,1972-06-16, 142,,NA,1981-06-17,132,,NA
2003-06-18, 663,1972-06-17, 164,,NA,1981-06-18,130,,NA
2003-06-19, 661,1972-06-18, 164,,NA,1981-06-19,128,,NA
2003-06-20, 660,1972-06-19, 147,,NA,1981-06-20,122,,NA
2003-06-21, 658,1972-06-20, 118,,NA,1981-06-21,119,,NA
2003-06-22, 657,1972-06-21, 104,,NA,1981-06-22,118,,NA
2003-06-23, 656,1972-06-22, 104,,NA,1981-06-23,118,,NA
2003-06-24, 654,1972-06-23,  98,,NA,1981-06-24,118,,NA
2003-06-25, 653,1972-06-24,  93,,NA,1981-06-25,116,,NA
2003-06-26, 652,1972-06-25,  93,,NA,1981-06-26,115,,NA
2003-06-27, 651,1972-06-26, 111,,NA,1981-06-27,114,,NA
2003-06-28, 650,1972-06-27, 113,,NA,1981-06-28,114,,NA
2003-06-29, 649,1972-06-28,  78,,NA,1981-06-29,115,,NA
2003-06-30, 649,1972-06-29,  77,,NA,1981-06-30,115,,NA
2003-07-01, 382,1972-06-30,  75,,NA,1981-07-01,114,,NA
2003-07-02, 307,1972-07-01,  55,,NA,1981-07-02,114,,NA
2003-07-03, 270,1972-07-02,  55,,NA,1981-07-03,113,,NA
2003-07-04, 247,1972-07-03,  55,,NA,1981-07-04,113,,NA
2003-07-05, 231,1972-07-04,  54,,NA,1981-07-05,108,,NA
2003-07-06, 218,1972-07-05,  54,,NA,1981-07-06,107,,NA
2003-07-07, 208,1972-07-06,  58,,NA,1981-07-07,107,,NA
2003-07-08, 199,1972-07-07,  53,,NA,1981-07-08,107,,NA
2003-07-09, 191,1972-07-08,  48,,NA,1981-07-09,108,,NA
2003-07-10, 184,1972-07-09,  48,,NA,1981-07-10,108,,NA
2003-07-11, 179,1972-07-10,  48,,NA,1981-07-11,107,,NA
2003-07-12, 173,1972-07-11,  49,,NA,1981-07-12,109,,NA
2003-07-13, 168,1972-07-12,  59,,NA,1981-07-13,109,,NA
2003-07-14, 164,1972-07-13,  68,,NA,1981-07-14,109,,NA
2003-07-15, 160,1972-07-14,  63,,NA,1981-07-15,109,,NA
2003-07-16, 156,1972-07-15,  58,,NA,1981-07-16,108,,NA
2003-07-17, 153,1972-07-16,  59,,NA,1981-07-17,108,,NA
2003-07-18, 150,1972-07-17,  59,,NA,1981-07-18,108,,NA
2003-07-19, 147,1972-07-18,  59,,NA,1981-07-19,109,,NA
2003-07-20, 144,1972-07-19,  59,,NA,1981-07-20,112,,NA
2003-07-21, 142,1972-07-20,  54,,NA,1981-07-21,113,,NA
2003-07-22, 139,1972-07-21,  50,,NA,1981-07-22,113,,NA
2003-07-23, 137,1972-07-22,  51,,NA,1981-07-23,113,,NA
2003-07-24, 135,1972-07-23,  53,,NA,1981-07-24,113,,NA
2003-07-25, 133,1972-07-24,  54,,NA,1981-07-25,113,,NA
2003-07-26, 131,1972-07-25,  53,,NA,1981-07-26,115,,NA
2003-07-27, 129,1972-07-26,  53,,NA,1981-07-27,113,,NA
2003-07-28, 128,1972-07-27,  44,,NA,1981-07-28,113,,NA
2003-07-29, 126,1972-07-28,  41,,NA,1981-07-29,113,,NA
2003-07-30, 125,1972-07-29,  50,,NA,1981-07-30,110,,NA
2003-07-31, 123,1972-07-30,  62,,NA,1981-07-31,107,,NA
2003-08-01, 119,1972-07-31,  62,,NA,1981-08-01,106,,NA
2003-08-02, 119,1972-08-01,  61,,NA,1981-08-02,106,,NA
2003-08-03, 117,1972-08-02,  61,,NA,1981-08-03,106,,NA
2003-08-04, 115,1972-08-03,  61,,NA,1981-08-04,107,,NA
2003-08-05, 114,1972-08-04,  53,,NA,1981-08-05,106,,NA
2003-08-06, 112,1972-08-05,  47,,NA,1981-08-06,105,,NA
2003-08-07, 110,1972-08-06,  47,,NA,1981-08-07,104,,NA
2003-08-08, 109,1972-08-07,  47,,NA,1981-08-08,104,,NA
2003-08-09, 107,1972-08-08,  47,,NA,1981-08-09,107,,NA
2003-08-10, 106,1972-08-09,  47,,NA,1981-08-10,112,,NA
2003-08-11, 104,1972-08-10,  47,,NA,1981-08-11,112,,NA
2003-08-12, 103,1972-08-11,  44,,NA,1981-08-12,112,,NA
2003-08-13, 101,1972-08-12,  49,,NA,1981-08-13,112,,NA
2003-08-14, 100,1972-08-13,  50,,NA,1981-08-14,112,,NA
2003-08-15,  99,1972-08-14,  48,,NA,1981-08-15,112,,NA
2003-08-16,  98,1972-08-15,  48,,NA,1981-08-16,112,,NA
2003-08-17,  96,1972-08-16,  48,,NA,1981-08-17,112,,NA
2003-08-18,  95,1972-08-17,  48,,NA,1981-08-18,112,,NA
2003-08-19,  94,1972-08-18,  48,,NA,1981-08-19,109,,NA
2003-08-20,  93,1972-08-19,  48,,NA,1981-08-20,106,,NA
2003-08-21,  92,1972-08-20,  48,,NA,1981-08-21,105,,NA
2003-08-22,  90,1972-08-21,  48,,NA,1981-08-22,105,,NA
2003-08-23,  89,1972-08-22,  48,,NA,1981-08-23,105,,NA
2003-08-24,  88,1972-08-23,  48,,NA,1981-08-24,106,,NA
2003-08-25,  87,1972-08-24,  47,,NA,1981-08-25,105,,NA
2003-08-26,  86,1972-08-25,  47,,NA,1981-08-26,105,,NA
2003-08-27,  85,1972-08-26,  47,,NA,1981-08-27,105,,NA
2003-08-28,  84,1972-08-27,  47,,NA,1981-08-28,104,,NA
2003-08-29,  84,1972-08-28,  47,,NA,1981-08-29,109,,NA
2003-08-30,  83,1972-08-29,  47,,NA,1981-08-30,111,,NA
2003-08-31,  82,1972-08-30,  47,,NA,1981-08-31,111,,NA
2003-09-01,  81,1972-08-31,  46,,NA,1981-09-01,111,,NA
2003-09-02,  81,1972-09-01,  46,,NA,1981-09-02,110,,NA
2003-09-03,  81,1972-09-02,  46,,NA,1981-09-03,111,,NA
2003-09-04,  81,1972-09-03,  46,,NA,1981-09-04,111,,NA
2003-09-05,  80,1972-09-04,  46,,NA,1981-09-05,111,,NA
2003-09-06,  80,1972-09-05,  51,,NA,1981-09-06,111,,NA
2003-09-07,  80,1972-09-06,  58,,NA,1981-09-07,110,,NA
2003-09-08,  80,1972-09-07,  58,,NA,1981-09-08,107,,NA
2003-09-09,  79,1972-09-08,  58,,NA,1981-09-09,104,,NA
2003-09-10,  79,1972-09-09,  58,,NA,1981-09-10,103,,NA
2003-09-11,  79,1972-09-10,  58,,NA,1981-09-11,102,,NA
2003-09-12,  79,1972-09-11,  58,,NA,1981-09-12,103,,NA
2003-09-13,  78,1972-09-12,  57,,NA,1981-09-13,103,,NA
2003-09-14,  78,1972-09-13,  57,,NA,1981-09-14,103,,NA
2003-09-15,  77,1972-09-14,  57,,NA,1981-09-15,103,,NA
2003-09-16,  77,1972-09-15,  57,,NA,1981-09-16,104,,NA
2003-09-17,  77,1972-09-16,  57,,NA,1981-09-17,103,,NA
2003-09-18,  76,1972-09-17,  57,,NA,1981-09-18,108,,NA
2003-09-19,  76,1972-09-18,  57,,NA,1981-09-19,110,,NA
2003-09-20,  76,1972-09-19,  57,,NA,1981-09-20,110,,NA
2003-09-21,  75,1972-09-20,  57,,NA,1981-09-21,110,,NA
2003-09-22,  75,1972-09-21,  57,,NA,1981-09-22,110,,NA
2003-09-23,  74,1972-09-22,  57,,NA,1981-09-23,110,,NA
2003-09-24,  74,1972-09-23,  57,,NA,1981-09-24,112,,NA
2003-09-25,  73,1972-09-24,  57,,NA,1981-09-25,113,,NA
2003-09-26,  73,1972-09-25,  57,,NA,1981-09-26,113,,NA
2003-09-27,  73,1972-09-26,  55,,NA,1981-09-27,115,,NA
2003-09-28,  72,1972-09-27,  57,,NA,1981-09-28,122,,NA
2003-09-29,  72,1972-09-28,  55,,NA,1981-09-29,116,,NA
2003-09-30,  71,1972-09-29,  55,,NA,1981-09-30,115,,NA
2003-10-01,  72,1972-09-30,  55,,NA,1981-10-01,114,,NA
2003-10-02,  74,1972-10-01,  55,,NA,1981-10-02,114,,NA
2003-10-03,  76,1972-10-02,  55,,NA,1981-10-03,114,,NA
2003-10-04,  78,1972-10-03,  57,,NA,1981-10-04,114,,NA
2003-10-05,  79,1972-10-04,  55,,NA,1981-10-05,114,,NA
2003-10-06,  81,1972-10-05,  53,,NA,1981-10-06,114,,NA
2003-10-07,  82,1972-10-06,  55,,NA,1981-10-07,128,,NA
2003-10-08,  82,1972-10-07,  55,,NA,1981-10-08,118,,NA
2003-10-09,  83,1972-10-08,  55,,NA,1981-10-09,116,,NA
2003-10-10,  83,1972-10-09,  57,,NA,1981-10-10,127,,NA
2003-10-11,  83,1972-10-10,  74,,NA,1981-10-11,126,,NA
2003-10-12,  84,1972-10-11, 127,,NA,1981-10-12,118,,NA
2003-10-13,  84,1972-10-12, 155,,NA,1981-10-13,117,,NA
2003-10-14,  84,1972-10-13, 150,,NA,1981-10-14,116,,NA
2003-10-15,  84,1972-10-14, 152,,NA,1981-10-15,115,,NA
2003-10-16,  84,1972-10-15, 152,,NA,1981-10-16,115,,NA
2003-10-17,  84,1972-10-16, 150,,NA,1981-10-17,115,,NA
2003-10-18,  84,1972-10-17, 150,,NA,1981-10-18,115,,NA
2003-10-19,  84,1972-10-18, 135,,NA,1981-10-19,114,,NA
2003-10-20,  84,1972-10-19, 125,,NA,1981-10-20,114,,NA
2003-10-21,  84,1972-10-20, 125,,NA,1981-10-21,114,,NA
2003-10-22,  84,1972-10-21, 123,,NA,1981-10-22,113,,NA
2003-10-23,  84,1972-10-22, 123,,NA,1981-10-23,113,,NA
2003-10-24,  84,1972-10-23, 123,,NA,1981-10-24,114,,NA
2003-10-25,  84,1972-10-24, 123,,NA,1981-10-25,114,,NA
2003-10-26,  84,1972-10-25, 123,,NA,1981-10-26,113,,NA
2003-10-27,  84,1972-10-26, 123,,NA,1981-10-27,115,,NA
2003-10-28,  84,1972-10-27, 123,,NA,1981-10-28,176,,NA
2003-10-29,  84,1972-10-28, 122,,NA,1981-10-29,129,,NA
2003-10-30,  84,1972-10-29, 121,,NA,1981-10-30,120,,NA
2003-10-31,  84,1972-10-30, 121,,NA,1981-10-31,117,,NA
2003-11-01,  98,1972-10-31,  86,,NA,1981-11-01,116,,NA
2003-11-02, 100,1972-11-01,  35,,NA,1981-11-02,115,,NA
2003-11-03, 102,1972-11-02,  53,,NA,1981-11-03,115,,NA
2003-11-04, 103,1972-11-03,  84,,NA,1981-11-04,114,,NA
2003-11-05, 103,1972-11-04,  83,,NA,1981-11-05,114,,NA
2003-11-06, 104,1972-11-05,  82,,NA,1981-11-06,114,,NA
2003-11-07, 105,1972-11-06,  82,,NA,1981-11-07,114,,NA
2003-11-08, 106,1972-11-07,  85,,NA,1981-11-08,114,,NA
2003-11-09, 107,1972-11-08,  83,,NA,1981-11-09,113,,NA
2003-11-10, 110,1972-11-09,  84,,NA,1981-11-10,113,,NA
2003-11-11, 115,1972-11-10,  84,,NA,1981-11-11,114,,NA
2003-11-12, 119,1972-11-11,  86,,NA,1981-11-12,169,,NA
2003-11-13, 123,1972-11-12,  84,,NA,1981-11-13,184,,NA
2003-11-14, 126,1972-11-13,  94,,NA,1981-11-14,248,,NA
2003-11-15, 129,1972-11-14, 111,,NA,1981-11-15,368,,NA
2003-11-16, 132,1972-11-15, 173,,NA,1981-11-16,876,,NA
2003-11-17, 134,1972-11-16, 244,,NA,1981-11-17,477,,NA
2003-11-18, 137,1972-11-17, 309,,NA,1981-11-18,239,,NA
2003-11-19, 139,1972-11-18, 294,,NA,1981-11-19,194,,NA
2003-11-20, 140,1972-11-19, 291,,NA,1981-11-20,178,,NA
2003-11-21, 142,1972-11-20, 229,,NA,1981-11-21,268,,NA
2003-11-22, 144,1972-11-21, 128,,NA,1981-11-22,234,,NA
2003-11-23, 145,1972-11-22, 183,,NA,1981-11-23,338,,NA
2003-11-24, 146,1972-11-23, 288,,NA,1981-11-24,308,,NA
2003-11-25, 147,1972-11-24, 365,,NA,1981-11-25,215,,NA
2003-11-26, 149,1972-11-25, 764,,NA,1981-11-26,194,,NA
2003-11-27, 150,1972-11-26,1020,,NA,1981-11-27,183,,NA
2003-11-28, 151,1972-11-27, 998,,NA,1981-11-28,169,,NA
2003-11-29, 151,1972-11-28, 511,,NA,1981-11-29,160,,NA
2003-11-30, 152,1972-11-29,  94,,NA,1981-11-30,154,,NA
2003-12-01, 268,1972-11-30, 394,,NA,1981-12-01,150,,NA
2003-12-02, 313,1972-12-01, 140,,NA,1981-12-02,147,,NA
2003-12-03, 337,1972-12-02,  20,,NA,1981-12-03,144,,NA
2003-12-04, 354,1972-12-03,  19,,NA,1981-12-04,141,,NA
2003-12-05, 368,1972-12-04,  18,,NA,1981-12-05,138,,NA
2003-12-06, 379,1972-12-05,  17,,NA,1981-12-06,147,,NA
2003-12-07, 389,1972-12-06,  16,,NA,1981-12-07,163,,NA
2003-12-08, 399,1972-12-07,  15,,NA,1981-12-08,146,,NA
2003-12-09, 407,1972-12-08,  14,,NA,1981-12-09,146,,NA
2003-12-10, 414,1972-12-09,  14,,NA,1981-12-10,143,,NA
2003-12-11, 421,1972-12-10,  14,,NA,1981-12-11,139,,NA
2003-12-12, 427,1972-12-11,  14,,NA,1981-12-12,138,,NA
2003-12-13, 432,1972-12-12,  14,,NA,1981-12-13,137,,NA
2003-12-14, 437,1972-12-13,  14,,NA,1981-12-14,139,,NA
2003-12-15, 442,1972-12-14,  14,,NA,1981-12-15,148,,NA
2003-12-16, 446,1972-12-15,  14,,NA,1981-12-16,141,,NA
2003-12-17, 450,1972-12-16,  14,,NA,1981-12-17,136,,NA
2003-12-18, 454,1972-12-17,  19,,NA,1981-12-18,148,,NA
2003-12-19, 457,1972-12-18,  33,,NA,1981-12-19,353,,NA
2003-12-20, 460,1972-12-19,  51,,NA,1981-12-20,424,,NA
2003-12-21, 463,1972-12-20,  46,,NA,1981-12-21,244,,NA
2003-12-22, 466,1972-12-21,  97,,NA,1981-12-22,200,,NA
2003-12-23, 469,1972-12-22, 177,,NA,1981-12-23,187,,NA
2003-12-24, 472,1972-12-23, 140,,NA,1981-12-24,177,,NA
2003-12-25, 475,1972-12-24, 134,,NA,1981-12-25,171,,NA
2003-12-26, 478,1972-12-25, 126,,NA,1981-12-26,171,,NA
2003-12-27, 481,1972-12-26, 122,,NA,1981-12-27,170,,NA
2003-12-28, 483,1972-12-27, 123,,NA,1981-12-28,161,,NA
2003-12-29, 485,1972-12-28, 123,,NA,1981-12-29,164,,NA
2003-12-30, 487,1972-12-29, 121,,NA,1981-12-30,163,,NA
2003-12-31, 489,1972-12-30, 120,,NA,1981-12-31,156,,NA
2004-01-01, 532,1972-12-31, 119,,NA,1982-01-01,148,,NA
2004-01-02, 549,1973-01-01, 119,,NA,1982-01-02,152,,NA
2004-01-03, 559,1973-01-02, 118,,NA,1982-01-03,148,,NA
2004-01-04, 565,1973-01-03, 117,,NA,1982-01-04,145,,NA
2004-01-05, 570,1973-01-04, 117,,NA,1982-01-05,145,,NA
2004-01-06, 574,1973-01-05, 116,,NA,1982-01-06,130,,NA
2004-01-07, 577,1973-01-06, 115,,NA,1982-01-07,127,,NA
2004-01-08, 580,1973-01-07, 113,,NA,1982-01-08,134,,NA
2004-01-09, 582,1973-01-08, 114,,NA,1982-01-09,137,,NA
2004-01-10, 585,1973-01-09, 115,,NA,1982-01-10,136,,NA
2004-01-11, 587,1973-01-10, 115,,NA,1982-01-11,135,,NA
2004-01-12, 588,1973-01-11, 120,,NA,1982-01-12,133,,NA
2004-01-13, 590,1973-01-12, 138,,NA,1982-01-13,131,,NA
2004-01-14, 592,1973-01-13, 186,,NA,1982-01-14,131,,NA
2004-01-15, 593,1973-01-14, 330,,NA,1982-01-15,131,,NA
2004-01-16, 594,1973-01-15, 390,,NA,1982-01-16,132,,NA
2004-01-17, 595,1973-01-16,1420,,NA,1982-01-17,135,,NA
2004-01-18, 597,1973-01-17, 840,,NA,1982-01-18,135,,NA
2004-01-19, 598,1973-01-18, 627,,NA,1982-01-19,135,,NA
2004-01-20, 599,1973-01-19, 458,,NA,1982-01-20,133,,NA
2004-01-21, 599,1973-01-20, 356,,NA,1982-01-21,132,,NA
2004-01-22, 600,1973-01-21, 304,,NA,1982-01-22,127,,NA
2004-01-23, 601,1973-01-22, 261,,NA,1982-01-23,133,,NA
2004-01-24, 602,1973-01-23, 235,,NA,1982-01-24,131,,NA
2004-01-25, 603,1973-01-24, 221,,NA,1982-01-25,131,,NA
2004-01-26, 603,1973-01-25, 208,,NA,1982-01-26,135,,NA
2004-01-27, 604,1973-01-26, 192,,NA,1982-01-27,129,,NA
2004-01-28, 604,1973-01-27, 184,,NA,1982-01-28,133,,NA
2004-01-29, 605,1973-01-28, 178,,NA,1982-01-29,125,,NA
2004-01-30, 606,1973-01-29, 183,,NA,1982-01-30,128,,NA
2004-01-31, 606,1973-01-30, 182,,NA,1982-01-31,129,,NA
2004-02-01, 796,1973-01-31, 174,,NA,1982-02-01,128,,NA
2004-02-02, 872,1973-02-01, 167,,NA,1982-02-02,129,,NA
2004-02-03, 915,1973-02-02, 152,,NA,1982-02-03,129,,NA
2004-02-04, 944,1973-02-03, 158,,NA,1982-02-04,125,,NA
2004-02-05, 966,1973-02-04, 214,,NA,1982-02-05,117,,NA
2004-02-06, 984,1973-02-05, 246,,NA,1982-02-06,119,,NA
2004-02-07, 999,1973-02-06, 320,,NA,1982-02-07,131,,NA
2004-02-08,1012,1973-02-07, 434,,NA,1982-02-08,126,,NA
2004-02-09,1024,1973-02-08, 720,,NA,1982-02-09,128,,NA
2004-02-10,1034,1973-02-09, 698,,NA,1982-02-10,128,,NA
2004-02-11,1043,1973-02-10, 487,,NA,1982-02-11,126,,NA
2004-02-12,1051,1973-02-11, 474,,NA,1982-02-12,127,,NA
2004-02-13,1058,1973-02-12, 466,,NA,1982-02-13,139,,NA
2004-02-14,1065,1973-02-13, 462,,NA,1982-02-14,197,,NA
2004-02-15,1071,1973-02-14, 307,,NA,1982-02-15,238,,NA
2004-02-16,1076,1973-02-15, 282,,NA,1982-02-16,313,,NA
2004-02-17,1081,1973-02-16, 256,,NA,1982-02-17,201,,NA
2004-02-18,1086,1973-02-17, 122,,NA,1982-02-18,178,,NA
2004-02-19,1090,1973-02-18, 121,,NA,1982-02-19,187,,NA
2004-02-20,1094,1973-02-19, 119,,NA,1982-02-20,185,,NA
2004-02-21,1098,1973-02-20, 267,,NA,1982-02-21,193,,NA
2004-02-22,1102,1973-02-21, 439,,NA,1982-02-22,197,,NA
2004-02-23,1105,1973-02-22, 309,,NA,1982-02-23,176,,NA
2004-02-24,1108,1973-02-23, 195,,NA,1982-02-24,166,,NA
2004-02-25,1112,1973-02-24, 270,,NA,1982-02-25,161,,NA
2004-02-26,1115,1973-02-25, 353,,NA,1982-02-26,158,,NA
2004-02-27,1118,1973-02-26, 731,,NA,1982-02-27,155,,NA
2004-02-28,1120,1973-02-27,1100,,NA,1982-02-28,153,,NA
2004-02-29,1123,1973-02-28,1140,,NA,1982-03-01,157,,NA
2004-03-01,1119,1973-03-01,1090,,NA,1982-03-02,154,,NA
2004-03-02,1101,1973-03-02, 682,,NA,1982-03-03,153,,NA
2004-03-03,1086,1973-03-03, 462,,NA,1982-03-04,150,,NA
2004-03-04,1073,1973-03-04, 452,,NA,1982-03-05,147,,NA
2004-03-05,1063,1973-03-05, 447,,NA,1982-03-06,146,,NA
2004-03-06,1053,1973-03-06, 448,,NA,1982-03-07,146,,NA
2004-03-07,1046,1973-03-07, 431,,NA,1982-03-08,145,,NA
2004-03-08,1039,1973-03-08, 409,,NA,1982-03-09,143,,NA
2004-03-09,1033,1973-03-09, 254,,NA,1982-03-10,145,,NA
2004-03-10,1027,1973-03-10, 185,,NA,1982-03-11,150,,NA
2004-03-11,1022,1973-03-11, 187,,NA,1982-03-12,146,,NA
2004-03-12,1018,1973-03-12, 165,,NA,1982-03-13,145,,NA
2004-03-13,1014,1973-03-13, 159,,NA,1982-03-14,148,,NA
2004-03-14,1011,1973-03-14, 156,,NA,1982-03-15,146,,NA
2004-03-15,1008,1973-03-15, 166,,NA,1982-03-16,142,,NA
2004-03-16,1005,1973-03-16, 202,,NA,1982-03-17,142,,NA
2004-03-17,1002,1973-03-17, 229,,NA,1982-03-18,141,,NA
2004-03-18,1000,1973-03-18, 227,,NA,1982-03-19,142,,NA
2004-03-19, 998,1973-03-19, 231,,NA,1982-03-20,139,,NA
2004-03-20, 996,1973-03-20, 243,,NA,1982-03-21,139,,NA
2004-03-21, 994,1973-03-21, 267,,NA,1982-03-22,138,,NA
2004-03-22, 992,1973-03-22, 264,,NA,1982-03-23,138,,NA
2004-03-23, 991,1973-03-23, 255,,NA,1982-03-24,138,,NA
2004-03-24, 989,1973-03-24, 234,,NA,1982-03-25,139,,NA
2004-03-25, 988,1973-03-25, 235,,NA,1982-03-26,138,,NA
2004-03-26, 987,1973-03-26, 236,,NA,1982-03-27,137,,NA
2004-03-27, 986,1973-03-27, 237,,NA,1982-03-28,137,,NA
2004-03-28, 985,1973-03-28, 236,,NA,1982-03-29,137,,NA
2004-03-29, 984,1973-03-29, 256,,NA,1982-03-30,136,,NA
2004-03-30, 983,1973-03-30, 272,,NA,1982-03-31,126,,NA
2004-03-31, 982,1973-03-31, 270,,NA,1982-04-01,126,,NA
2004-04-01, 912,1973-04-01, 267,,NA,1982-04-02,136,,NA
2004-04-02, 891,1973-04-02, 240,,NA,1982-04-03,131,,NA
2004-04-03, 881,1973-04-03, 224,,NA,1982-04-04,132,,NA
2004-04-04, 875,1973-04-04, 204,,NA,1982-04-05,139,,NA
2004-04-05, 871,1973-04-05, 195,,NA,1982-04-06,138,,NA
2004-04-06, 868,1973-04-06, 217,,NA,1982-04-07,139,,NA
2004-04-07, 865,1973-04-07, 251,,NA,1982-04-08,138,,NA
2004-04-08, 863,1973-04-08, 252,,NA,1982-04-09,141,,NA
2004-04-09, 861,1973-04-09, 269,,NA,1982-04-10,147,,NA
2004-04-10, 860,1973-04-10, 471,,NA,1982-04-11,246,,NA
2004-04-11, 859,1973-04-11, 756,,NA,1982-04-12,216,,NA
2004-04-12, 858,1973-04-12, 827,,NA,1982-04-13,184,,NA
2004-04-13, 857,1973-04-13, 826,,NA,1982-04-14,174,,NA
2004-04-14, 856,1973-04-14, 810,,NA,1982-04-15,165,,NA
2004-04-15, 855,1973-04-15, 625,,NA,1982-04-16,160,,NA
2004-04-16, 854,1973-04-16, 438,,NA,1982-04-17,158,,NA
2004-04-17, 853,1973-04-17, 439,,NA,1982-04-18,157,,NA
2004-04-18, 853,1973-04-18, 493,,NA,1982-04-19,155,,NA
2004-04-19, 852,1973-04-19, 528,,NA,1982-04-20,154,,NA
2004-04-20, 852,1973-04-20, 486,,NA,1982-04-21,153,,NA
2004-04-21, 851,1973-04-21, 457,,NA,1982-04-22,156,,NA
2004-04-22, 851,1973-04-22, 459,,NA,1982-04-23,159,,NA
2004-04-23, 850,1973-04-23, 468,,NA,1982-04-24,165,,NA
2004-04-24, 850,1973-04-24, 523,,NA,1982-04-25,168,,NA
2004-04-25, 850,1973-04-25, 689,,NA,1982-04-26,167,,NA
2004-04-26, 849,1973-04-26, 930,,NA,1982-04-27,168,,NA
2004-04-27, 849,1973-04-27,1130,,NA,1982-04-28,173,,NA
2004-04-28, 849,1973-04-28,1110,,NA,1982-04-29,172,,NA
2004-04-29, 848,1973-04-29,1030,,NA,1982-04-30,173,,NA
2004-04-30, 848,1973-04-30, 834,,NA,1982-05-01,178,,NA
2004-05-01, 778,1973-05-01, 680,,NA,1982-05-02,182,,NA
2004-05-02, 757,1973-05-02, 682,,NA,1982-05-03,185,,NA
2004-05-03, 746,1973-05-03, 734,,NA,1982-05-04,190,,NA
2004-05-04, 740,1973-05-04, 807,,NA,1982-05-05,182,,NA
2004-05-05, 735,1973-05-05, 740,,NA,1982-05-06,184,,NA
2004-05-06, 731,1973-05-06, 740,,NA,1982-05-07,196,,NA
2004-05-07, 728,1973-05-07, 579,,NA,1982-05-08,201,,NA
2004-05-08, 725,1973-05-08, 606,,NA,1982-05-09,188,,NA
2004-05-09, 723,1973-05-09, 757,,NA,1982-05-10,181,,NA
2004-05-10, 721,1973-05-10, 779,,NA,1982-05-11,173,,NA
2004-05-11, 719,1973-05-11, 748,,NA,1982-05-12,176,,NA
2004-05-12, 717,1973-05-12, 690,,NA,1982-05-13,185,,NA
2004-05-13, 716,1973-05-13, 841,,NA,1982-05-14,192,,NA
2004-05-14, 715,1973-05-14,1200,,NA,1982-05-15,186,,NA
2004-05-15, 714,1973-05-15,1290,,NA,1982-05-16,196,,NA
2004-05-16, 713,1973-05-16,1270,,NA,1982-05-17,211,,NA
2004-05-17, 712,1973-05-17,1250,,NA,1982-05-18,208,,NA
2004-05-18, 711,1973-05-18,1230,,NA,1982-05-19,197,,NA
2004-05-19, 710,1973-05-19,1140,,NA,1982-05-20,203,,NA
2004-05-20, 709,1973-05-20,1010,,NA,1982-05-21,216,,NA
2004-05-21, 709,1973-05-21, 799,,NA,1982-05-22,224,,NA
2004-05-22, 708,1973-05-22, 559,,NA,1982-05-23,234,,NA
2004-05-23, 707,1973-05-23, 530,,NA,1982-05-24,241,,NA
2004-05-24, 707,1973-05-24, 626,,NA,1982-05-25,255,,NA
2004-05-25, 706,1973-05-25, 628,,NA,1982-05-26,270,,NA
2004-05-26, 706,1973-05-26, 539,,NA,1982-05-27,261,,NA
2004-05-27, 706,1973-05-27, 536,,NA,1982-05-28,235,,NA
2004-05-28, 705,1973-05-28, 415,,NA,1982-05-29,228,,NA
2004-05-29, 705,1973-05-29, 243,,NA,1982-05-30,220,,NA
2004-05-30, 704,1973-05-30, 333,,NA,1982-05-31,225,,NA
2004-05-31, 704,1973-05-31, 434,,NA,1982-06-01,218,,NA
2004-06-01, 487,1973-06-01, 409,,NA,1982-06-02,219,,NA
2004-06-02, 418,1973-06-02, 354,,NA,1982-06-03,229,,NA
2004-06-03, 383,1973-06-03, 272,,NA,1982-06-04,231,,NA
2004-06-04, 362,1973-06-04, 299,,NA,1982-06-05,215,,NA
2004-06-05, 347,1973-06-05, 288,,NA,1982-06-06,208,,NA
2004-06-06, 335,1973-06-06, 257,,NA,1982-06-07,207,,NA
2004-06-07, 326,1973-06-07, 236,,NA,1982-06-08,210,,NA
