pred1,pred2,Fstat,pval,Rsquare,adjRsquare,AICc
BY_FA_Mag,RY_min_flow,1.90,0.25213,0.487,0.231,81.6
BY_FA_Tim,RY_min_flow,0.36,0.44519,0.154,-0.269,85.1
BY_FA_Dur,RY_min_flow,3.37,0.39891,0.627,0.441,79.4
RY_Wet_Tim,RY_min_flow,2.27,0.01462,0.362,0.203,116.0
RY_Wet_BFL_Dur,RY_min_flow,2.98,0.85462,0.427,0.284,114.9
RY_SP_ROC,RY_min_flow,0.61,0.91322,0.133,-0.084,119.4
RY_DS_Mag_50,RY_min_flow,0.62,0.10067,0.135,-0.081,119.4
RY_DS_Mag_90,RY_min_flow,2.25,0.00502,0.360,0.201,116.1
RY_FA_Mag,RY_min_flow,1.38,0.05998,0.409,0.113,83.3
RY_FA_Tim,RY_min_flow,0.16,0.26750,0.076,-0.386,86.4
RY_FA_Dur,RY_min_flow,0.47,0.17049,0.191,-0.213,85.5
RY_Wet_BFL_Mag_50,RY_min_flow,0.51,0.05517,0.113,-0.108,119.7
RY_DS_Tim,RY_min_flow,0.44,0.91623,0.100,-0.125,119.8
RY_SP_Tim,RY_min_flow,1.00,0.82150,0.200,0.000,118.5
RY_DS_Dur_WS,RY_min_flow,1.03,0.87561,0.205,0.007,118.5
SY_Wet_Tim,RY_min_flow,1.45,0.84564,0.267,0.083,117.6
SY_Wet_BFL_Dur,RY_min_flow,0.57,0.10160,0.125,-0.093,119.5
SY_SP_ROC,RY_min_flow,0.97,0.69667,0.195,-0.007,118.6
BY_recon_10,SY_min_flow_janjul,4.85,0.00022,0.548,0.435,112.3
BY_recon_15,SY_min_flow_janjul,2.99,0.00073,0.428,0.285,114.8
BY_recon_20,SY_min_flow_janjul,1.28,0.00337,0.243,0.053,117.9
BY_recon_50,SY_min_flow_janjul,0.22,0.02157,0.053,-0.184,120.4
BY_recon_80,SY_min_flow_janjul,0.12,0.09000,0.029,-0.214,120.7
BY_recon_100,SY_min_flow_janjul,3.15,0.00134,0.441,0.301,114.6
RY_discon_10,SY_min_flow_janjul,1.16,0.29911,0.225,0.032,118.2
RY_discon_15,SY_min_flow_janjul,0.94,0.40540,0.190,-0.012,118.7
RY_discon_20,SY_min_flow_janjul,0.72,0.50721,0.152,-0.060,119.2
RY_discon_50,SY_min_flow_janjul,0.58,0.60140,0.127,-0.091,119.5
RY_discon_80,SY_min_flow_janjul,0.54,0.60348,0.119,-0.102,119.6
RY_discon_100,SY_min_flow_janjul,0.57,0.57969,0.125,-0.094,119.5
RY_recon_10,SY_min_flow_janjul,0.51,0.00476,0.113,-0.108,119.7
RY_recon_15,SY_min_flow_janjul,0.45,0.00676,0.101,-0.124,119.8
RY_recon_20,SY_min_flow_janjul,0.33,0.01095,0.076,-0.155,120.1
RY_recon_50,SY_min_flow_janjul,0.24,0.02110,0.058,-0.178,120.3
RY_recon_80,SY_min_flow_janjul,0.09,0.11472,0.023,-0.221,120.7
RY_recon_100,SY_min_flow_janjul,0.20,0.24840,0.048,-0.190,120.4
SY_discon_80,SY_min_flow_janjul,0.47,0.58349,0.105,-0.119,119.8
SY_discon_100,SY_min_flow_janjul,0.43,0.63269,0.096,-0.130,119.9
BY_min_flow_sepdec,SY_min_flow_janjul,0.39,0.02973,0.088,-0.140,120.0
RY_min_flow,SY_min_flow_janjul,0.60,0.02209,0.130,-0.087,119.5
tot_flow_CFLP,SY_min_flow_janjul,0.11,0.18124,0.027,-0.216,120.7
BY_tot_flow_sepdec,SY_min_flow_janjul,0.94,0.14024,0.190,-0.013,118.7
RY_tot_flow,SY_min_flow_janjul,0.12,0.07750,0.030,-0.213,120.7
SY_tot_flow_janjul,SY_min_flow_janjul,0.22,0.02861,0.052,-0.185,120.4
log_tot_flow_CFLP,SY_min_flow_janjul,0.11,0.91948,0.026,-0.217,120.7
log_BY_tot_flow_sepdec,SY_min_flow_janjul,1.93,0.14612,0.325,0.156,116.7
log_RY_tot_flow,SY_min_flow_janjul,0.09,0.91689,0.022,-0.222,120.7
log_SY_tot_flow_janjul,SY_min_flow_janjul,0.11,0.76301,0.027,-0.216,120.7
BY_FA_Mag,SY_min_flow_janjul,1.90,0.46084,0.487,0.230,81.6
BY_FA_Tim,SY_min_flow_janjul,0.46,0.10267,0.186,-0.221,84.8
BY_FA_Dur,SY_min_flow_janjul,1.45,0.77647,0.420,0.130,82.5
RY_Wet_Tim,SY_min_flow_janjul,2.11,0.00534,0.345,0.182,116.3
RY_Wet_BFL_Dur,SY_min_flow_janjul,5.95,0.78870,0.598,0.497,111.0
RY_SP_ROC,SY_min_flow_janjul,0.25,0.98269,0.058,-0.177,120.3
RY_DS_Mag_50,SY_min_flow_janjul,0.76,0.07455,0.159,-0.051,119.1
RY_DS_Mag_90,SY_min_flow_janjul,1.84,0.00139,0.315,0.143,116.8
RY_FA_Mag,SY_min_flow_janjul,2.45,0.03661,0.550,0.326,81.4
RY_FA_Tim,SY_min_flow_janjul,0.00,0.36782,0.000,-0.500,87.0
RY_FA_Dur,SY_min_flow_janjul,0.71,0.16790,0.261,-0.109,84.9
RY_Wet_BFL_Mag_50,SY_min_flow_janjul,0.14,0.10519,0.034,-0.208,120.6
RY_DS_Tim,SY_min_flow_janjul,0.62,0.53479,0.133,-0.083,119.4
RY_SP_Tim,SY_min_flow_janjul,1.82,0.49661,0.312,0.140,116.9
RY_DS_Dur_WS,SY_min_flow_janjul,0.16,0.44733,0.037,-0.203,120.6
SY_Wet_Tim,SY_min_flow_janjul,0.83,0.48646,0.171,-0.036,118.9
SY_Wet_BFL_Dur,SY_min_flow_janjul,0.10,0.09134,0.025,-0.219,120.7
SY_SP_ROC,SY_min_flow_janjul,0.87,0.64862,0.179,-0.026,118.8
BY_recon_10,tot_flow_CFLP,4.92,0.02294,0.552,0.439,112.2
BY_recon_15,tot_flow_CFLP,2.88,0.03849,0.419,0.274,115.0
BY_recon_20,tot_flow_CFLP,1.21,0.06797,0.232,0.040,118.1
BY_recon_50,tot_flow_CFLP,0.21,0.14645,0.050,-0.187,120.4
BY_recon_80,tot_flow_CFLP,0.10,0.19634,0.024,-0.220,120.7
BY_recon_100,tot_flow_CFLP,3.67,0.01026,0.479,0.348,113.8
RY_discon_10,tot_flow_CFLP,0.92,0.32758,0.187,-0.016,118.7
RY_discon_15,tot_flow_CFLP,0.76,0.41593,0.159,-0.051,119.1
RY_discon_20,tot_flow_CFLP,0.58,0.49567,0.127,-0.092,119.5
RY_discon_50,tot_flow_CFLP,0.53,0.53479,0.117,-0.104,119.6
RY_discon_80,tot_flow_CFLP,0.44,0.56305,0.099,-0.127,119.8
RY_discon_100,tot_flow_CFLP,0.44,0.55643,0.100,-0.125,119.8
RY_recon_10,tot_flow_CFLP,0.40,0.12014,0.090,-0.137,119.9
RY_recon_15,tot_flow_CFLP,0.32,0.12893,0.074,-0.158,120.1
RY_recon_20,tot_flow_CFLP,0.20,0.15854,0.048,-0.191,120.4
RY_recon_50,tot_flow_CFLP,0.20,0.17594,0.047,-0.191,120.5
RY_recon_80,tot_flow_CFLP,0.01,0.28409,0.002,-0.247,121.0
RY_recon_100,tot_flow_CFLP,0.23,0.79920,0.055,-0.182,120.4
SY_discon_80,tot_flow_CFLP,0.03,0.94144,0.009,-0.239,120.9
SY_discon_100,tot_flow_CFLP,0.03,0.89653,0.007,-0.241,120.9
BY_min_flow_sepdec,tot_flow_CFLP,0.33,0.31021,0.075,-0.156,120.1
RY_min_flow,tot_flow_CFLP,0.96,0.07128,0.193,-0.008,118.6
SY_min_flow_janjul,tot_flow_CFLP,0.11,0.18124,0.027,-0.216,120.7
BY_tot_flow_sepdec,tot_flow_CFLP,1.52,0.08031,0.275,0.094,117.5
RY_tot_flow,tot_flow_CFLP,0.07,0.17271,0.017,-0.229,120.8
SY_tot_flow_janjul,tot_flow_CFLP,0.27,0.13907,0.064,-0.170,120.3
log_tot_flow_CFLP,tot_flow_CFLP,0.04,0.77809,0.010,-0.237,120.9
log_BY_tot_flow_sepdec,tot_flow_CFLP,2.41,0.09532,0.376,0.220,115.8
log_RY_tot_flow,tot_flow_CFLP,0.00,0.90125,0.001,-0.249,121.0
log_SY_tot_flow_janjul,tot_flow_CFLP,0.12,0.55829,0.030,-0.212,120.6
BY_FA_Mag,tot_flow_CFLP,2.13,0.35667,0.516,0.273,81.2
BY_FA_Tim,tot_flow_CFLP,0.15,0.33439,0.069,-0.396,85.8
BY_FA_Dur,tot_flow_CFLP,1.45,0.96977,0.421,0.131,82.5
RY_Wet_Tim,tot_flow_CFLP,2.00,0.02861,0.333,0.166,116.5
RY_Wet_BFL_Dur,tot_flow_CFLP,3.02,0.99358,0.431,0.288,114.8
RY_SP_ROC,tot_flow_CFLP,0.09,0.93792,0.022,-0.223,120.7
RY_DS_Mag_50,tot_flow_CFLP,0.82,0.14367,0.170,-0.038,118.9
RY_DS_Mag_90,tot_flow_CFLP,1.57,0.13207,0.282,0.102,117.3
RY_FA_Mag,tot_flow_CFLP,2.46,0.77818,0.552,0.328,81.4
RY_FA_Tim,tot_flow_CFLP,0.44,0.20941,0.181,-0.229,85.6
RY_FA_Dur,tot_flow_CFLP,1.06,0.11920,0.346,0.020,84.0
RY_Wet_BFL_Mag_50,tot_flow_CFLP,0.15,0.16129,0.035,-0.206,120.6
RY_DS_Tim,tot_flow_CFLP,0.30,0.67910,0.069,-0.164,120.2
RY_SP_Tim,tot_flow_CFLP,0.89,0.72161,0.181,-0.023,118.8
RY_DS_Dur_WS,tot_flow_CFLP,0.14,0.83714,0.034,-0.207,120.6
SY_Wet_Tim,tot_flow_CFLP,0.82,0.98253,0.170,-0.038,118.9
SY_Wet_BFL_Dur,tot_flow_CFLP,0.08,0.18244,0.019,-0.226,120.8
SY_SP_ROC,tot_flow_CFLP,0.83,0.62480,0.172,-0.036,118.9
BY_recon_10,BY_tot_flow_sepdec,6.07,0.00267,0.603,0.503,110.8
BY_recon_15,BY_tot_flow_sepdec,5.02,0.00422,0.556,0.445,112.0
BY_recon_20,BY_tot_flow_sepdec,2.51,0.01886,0.385,0.231,115.6
BY_recon_50,BY_tot_flow_sepdec,1.16,0.09687,0.224,0.030,118.2
BY_recon_80,BY_tot_flow_sepdec,0.96,0.26820,0.193,-0.009,118.6
BY_recon_100,BY_tot_flow_sepdec,3.23,0.01959,0.446,0.308,114.5
RY_discon_10,BY_tot_flow_sepdec,1.86,0.34932,0.317,0.146,116.8
RY_discon_15,BY_tot_flow_sepdec,1.39,0.57411,0.258,0.072,117.7
RY_discon_20,BY_tot_flow_sepdec,1.18,0.72764,0.228,0.035,118.1
RY_discon_50,BY_tot_flow_sepdec,1.11,0.81011,0.217,0.022,118.3
RY_discon_80,BY_tot_flow_sepdec,1.05,0.86629,0.208,0.010,118.4
RY_discon_100,BY_tot_flow_sepdec,1.05,0.86580,0.208,0.010,118.4
RY_recon_10,BY_tot_flow_sepdec,1.46,0.03756,0.267,0.084,117.6
RY_recon_15,BY_tot_flow_sepdec,1.25,0.05174,0.239,0.048,118.0
RY_recon_20,BY_tot_flow_sepdec,1.05,0.08362,0.208,0.010,118.4
RY_recon_50,BY_tot_flow_sepdec,0.94,0.31420,0.190,-0.013,118.7
RY_recon_80,BY_tot_flow_sepdec,0.99,0.51718,0.199,-0.002,118.5
RY_recon_100,BY_tot_flow_sepdec,1.10,0.45794,0.216,0.020,118.3
SY_discon_80,BY_tot_flow_sepdec,1.03,0.89287,0.205,0.006,118.5
SY_discon_100,BY_tot_flow_sepdec,1.02,0.92759,0.203,0.004,118.5
BY_min_flow_sepdec,BY_tot_flow_sepdec,1.67,0.22206,0.294,0.118,117.1
RY_min_flow,BY_tot_flow_sepdec,0.96,0.06280,0.194,-0.008,118.6
SY_min_flow_janjul,BY_tot_flow_sepdec,0.94,0.14024,0.190,-0.013,118.7
tot_flow_CFLP,BY_tot_flow_sepdec,1.52,0.08031,0.275,0.094,117.5
RY_tot_flow,BY_tot_flow_sepdec,1.11,0.07415,0.218,0.022,118.3
SY_tot_flow_janjul,BY_tot_flow_sepdec,1.18,0.09980,0.227,0.034,118.1
log_tot_flow_CFLP,BY_tot_flow_sepdec,1.35,0.40872,0.253,0.066,117.8
log_BY_tot_flow_sepdec,BY_tot_flow_sepdec,2.96,0.11968,0.425,0.282,114.9
log_RY_tot_flow,BY_tot_flow_sepdec,1.18,0.49342,0.228,0.036,118.1
log_SY_tot_flow_janjul,BY_tot_flow_sepdec,1.02,0.65742,0.203,0.004,118.5
BY_FA_Mag,BY_tot_flow_sepdec,1.90,0.26893,0.487,0.230,81.6
BY_FA_Tim,BY_tot_flow_sepdec,0.28,0.45292,0.125,-0.313,85.3
BY_FA_Dur,BY_tot_flow_sepdec,1.45,0.80848,0.420,0.130,82.5
RY_Wet_Tim,BY_tot_flow_sepdec,1.95,0.07942,0.328,0.160,116.6
RY_Wet_BFL_Dur,BY_tot_flow_sepdec,4.19,0.66423,0.511,0.389,113.1
RY_SP_ROC,BY_tot_flow_sepdec,1.63,0.51670,0.289,0.112,117.2
RY_DS_Mag_50,BY_tot_flow_sepdec,1.09,0.12192,0.214,0.017,118.3
RY_DS_Mag_90,BY_tot_flow_sepdec,2.25,0.02242,0.360,0.201,116.1
RY_FA_Mag,BY_tot_flow_sepdec,2.05,0.06347,0.506,0.259,82.1
RY_FA_Tim,BY_tot_flow_sepdec,0.08,0.25658,0.039,-0.442,86.7
RY_FA_Dur,BY_tot_flow_sepdec,0.41,0.21541,0.170,-0.245,85.7
RY_Wet_BFL_Mag_50,BY_tot_flow_sepdec,1.19,0.06133,0.229,0.036,118.1
RY_DS_Tim,BY_tot_flow_sepdec,1.31,0.61739,0.247,0.058,117.9
RY_SP_Tim,BY_tot_flow_sepdec,3.03,0.31849,0.431,0.289,114.8
RY_DS_Dur_WS,BY_tot_flow_sepdec,0.97,0.55039,0.195,-0.006,118.6
SY_Wet_Tim,BY_tot_flow_sepdec,1.49,0.67541,0.271,0.089,117.5
SY_Wet_BFL_Dur,BY_tot_flow_sepdec,0.95,0.46263,0.193,-0.009,118.6
SY_SP_ROC,BY_tot_flow_sepdec,1.77,0.55187,0.307,0.133,117.0
BY_recon_10,RY_tot_flow,4.85,0.00348,0.548,0.435,112.3
BY_recon_15,RY_tot_flow,3.23,0.00788,0.447,0.308,114.5
BY_recon_20,RY_tot_flow,1.38,0.02166,0.256,0.070,117.7
BY_recon_50,RY_tot_flow,0.26,0.07573,0.062,-0.173,120.3
BY_recon_80,RY_tot_flow,0.13,0.15566,0.031,-0.212,120.6
BY_recon_100,RY_tot_flow,3.27,0.00652,0.450,0.312,114.4
RY_discon_10,RY_tot_flow,1.07,0.27035,0.210,0.013,118.4
RY_discon_15,RY_tot_flow,0.87,0.33749,0.179,-0.026,118.8
RY_discon_20,RY_tot_flow,0.65,0.41546,0.141,-0.074,119.3
RY_discon_50,RY_tot_flow,0.59,0.45312,0.128,-0.090,119.5
RY_discon_80,RY_tot_flow,0.41,0.54347,0.094,-0.133,119.9
RY_discon_100,RY_tot_flow,0.39,0.56292,0.089,-0.138,120.0
RY_recon_10,RY_tot_flow,0.44,0.07037,0.099,-0.126,119.8
RY_recon_15,RY_tot_flow,0.35,0.09599,0.081,-0.148,120.1
RY_recon_20,RY_tot_flow,0.21,0.15329,0.050,-0.188,120.4
RY_recon_50,RY_tot_flow,0.20,0.18422,0.047,-0.191,120.5
RY_recon_80,RY_tot_flow,0.04,0.25909,0.010,-0.238,120.9
RY_recon_100,RY_tot_flow,0.33,0.72943,0.076,-0.156,120.1
SY_discon_80,RY_tot_flow,0.08,0.99251,0.020,-0.225,120.8
SY_discon_100,RY_tot_flow,0.07,0.96268,0.018,-0.227,120.8
BY_min_flow_sepdec,RY_tot_flow,0.39,0.18854,0.088,-0.140,120.0
RY_min_flow,RY_tot_flow,0.67,0.04257,0.143,-0.072,119.3
SY_min_flow_janjul,RY_tot_flow,0.12,0.07750,0.030,-0.213,120.7
tot_flow_CFLP,RY_tot_flow,0.07,0.17271,0.017,-0.229,120.8
BY_tot_flow_sepdec,RY_tot_flow,1.11,0.07415,0.218,0.022,118.3
SY_tot_flow_janjul,RY_tot_flow,0.22,0.11235,0.053,-0.184,120.4
log_tot_flow_CFLP,RY_tot_flow,0.08,0.75079,0.019,-0.227,120.8
log_BY_tot_flow_sepdec,RY_tot_flow,1.97,0.12804,0.330,0.163,116.6
log_RY_tot_flow,RY_tot_flow,0.61,0.30505,0.132,-0.085,119.4
log_SY_tot_flow_janjul,RY_tot_flow,0.11,0.63298,0.027,-0.216,120.7
BY_FA_Mag,RY_tot_flow,1.92,0.37182,0.489,0.234,81.6
BY_FA_Tim,RY_tot_flow,0.06,0.37526,0.029,-0.457,86.1
BY_FA_Dur,RY_tot_flow,1.43,0.79760,0.417,0.125,82.5
RY_Wet_Tim,RY_tot_flow,1.95,0.01597,0.328,0.160,116.6
RY_Wet_BFL_Dur,RY_tot_flow,3.03,0.77907,0.431,0.288,114.8
RY_SP_ROC,RY_tot_flow,0.11,0.92991,0.027,-0.216,120.7
RY_DS_Mag_50,RY_tot_flow,0.83,0.07532,0.172,-0.035,118.9
RY_DS_Mag_90,RY_tot_flow,1.17,0.02526,0.227,0.034,118.2
RY_FA_Mag,RY_tot_flow,1.65,0.08259,0.452,0.177,82.8
RY_FA_Tim,RY_tot_flow,0.57,0.18116,0.221,-0.169,85.3
RY_FA_Dur,RY_tot_flow,0.64,0.14569,0.244,-0.134,85.0
RY_Wet_BFL_Mag_50,RY_tot_flow,0.17,0.07428,0.040,-0.200,120.5
RY_DS_Tim,RY_tot_flow,0.27,0.70074,0.063,-0.172,120.3
RY_SP_Tim,RY_tot_flow,0.90,0.69824,0.184,-0.020,118.8
RY_DS_Dur_WS,RY_tot_flow,0.47,0.75053,0.106,-0.117,119.8
SY_Wet_Tim,RY_tot_flow,1.58,0.57122,0.284,0.104,117.3
SY_Wet_BFL_Dur,RY_tot_flow,0.18,0.10335,0.042,-0.198,120.5
SY_SP_ROC,RY_tot_flow,0.84,0.56963,0.173,-0.033,118.9
BY_recon_10,SY_tot_flow_janjul,4.82,0.00238,0.546,0.433,112.3
BY_recon_15,SY_tot_flow_janjul,3.47,0.00230,0.464,0.330,114.1
BY_recon_20,SY_tot_flow_janjul,1.74,0.00709,0.303,0.128,117.0
BY_recon_50,SY_tot_flow_janjul,0.44,0.03251,0.100,-0.125,119.8
BY_recon_80,SY_tot_flow_janjul,0.27,0.06505,0.063,-0.172,120.3
BY_recon_100,SY_tot_flow_janjul,3.56,0.00224,0.471,0.339,114.0
RY_discon_10,SY_tot_flow_janjul,0.88,0.46108,0.180,-0.025,118.8
RY_discon_15,SY_tot_flow_janjul,0.68,0.64080,0.145,-0.069,119.3
RY_discon_20,SY_tot_flow_janjul,0.54,0.75721,0.118,-0.102,119.6
RY_discon_50,SY_tot_flow_janjul,0.50,0.81216,0.111,-0.112,119.7
RY_discon_80,SY_tot_flow_janjul,0.46,0.83449,0.102,-0.122,119.8
RY_discon_100,SY_tot_flow_janjul,0.47,0.81992,0.106,-0.118,119.8
RY_recon_10,SY_tot_flow_janjul,0.42,0.02865,0.094,-0.132,119.9
RY_recon_15,SY_tot_flow_janjul,0.36,0.02371,0.083,-0.147,120.0
RY_recon_20,SY_tot_flow_janjul,0.28,0.02359,0.066,-0.168,120.2
RY_recon_50,SY_tot_flow_janjul,0.28,0.02816,0.065,-0.168,120.2
RY_recon_80,SY_tot_flow_janjul,0.22,0.10012,0.052,-0.185,120.4
RY_recon_100,SY_tot_flow_janjul,0.31,0.23178,0.072,-0.160,120.2
SY_discon_80,SY_tot_flow_janjul,2.77,0.09784,0.409,0.261,115.2
SY_discon_100,SY_tot_flow_janjul,2.49,0.12351,0.383,0.229,115.7
BY_min_flow_sepdec,SY_tot_flow_janjul,0.58,0.04775,0.127,-0.091,119.5
RY_min_flow,SY_tot_flow_janjul,0.70,0.05350,0.148,-0.065,119.2
SY_min_flow_janjul,SY_tot_flow_janjul,0.22,0.02861,0.052,-0.185,120.4
tot_flow_CFLP,SY_tot_flow_janjul,0.27,0.13907,0.064,-0.170,120.3
BY_tot_flow_sepdec,SY_tot_flow_janjul,1.18,0.09980,0.227,0.034,118.1
RY_tot_flow,SY_tot_flow_janjul,0.22,0.11235,0.053,-0.184,120.4
log_tot_flow_CFLP,SY_tot_flow_janjul,0.28,0.81490,0.065,-0.169,120.2
log_BY_tot_flow_sepdec,SY_tot_flow_janjul,2.20,0.15854,0.355,0.194,116.2
log_RY_tot_flow,SY_tot_flow_janjul,0.23,0.77738,0.054,-0.182,120.4
log_SY_tot_flow_janjul,SY_tot_flow_janjul,0.91,0.29800,0.186,-0.017,118.7
BY_FA_Mag,SY_tot_flow_janjul,2.25,0.28057,0.529,0.294,81.0
BY_FA_Tim,SY_tot_flow_janjul,0.99,0.07710,0.331,-0.003,83.5
BY_FA_Dur,SY_tot_flow_janjul,1.64,0.84552,0.451,0.176,82.1
RY_Wet_Tim,SY_tot_flow_janjul,3.97,0.00279,0.498,0.373,113.4
RY_Wet_BFL_Dur,SY_tot_flow_janjul,4.07,0.69670,0.504,0.380,113.3
RY_SP_ROC,SY_tot_flow_janjul,0.28,0.76297,0.066,-0.168,120.2
RY_DS_Mag_50,SY_tot_flow_janjul,0.72,0.16848,0.153,-0.059,119.2
RY_DS_Mag_90,SY_tot_flow_janjul,1.30,0.02034,0.246,0.057,117.9
RY_FA_Mag,SY_tot_flow_janjul,3.04,0.35514,0.603,0.404,80.5
RY_FA_Tim,SY_tot_flow_janjul,0.05,0.29907,0.026,-0.461,86.8
RY_FA_Dur,SY_tot_flow_janjul,0.80,0.15715,0.287,-0.070,84.6
RY_Wet_BFL_Mag_50,SY_tot_flow_janjul,0.24,0.13836,0.057,-0.179,120.3
RY_DS_Tim,SY_tot_flow_janjul,0.47,0.81319,0.105,-0.119,119.8
RY_SP_Tim,SY_tot_flow_janjul,1.07,0.93148,0.211,0.014,118.4
RY_DS_Dur_WS,SY_tot_flow_janjul,0.42,0.37560,0.095,-0.131,119.9
SY_Wet_Tim,SY_tot_flow_janjul,1.38,0.32262,0.257,0.071,117.7
SY_Wet_BFL_Dur,SY_tot_flow_janjul,0.27,0.07366,0.064,-0.170,120.3
SY_SP_ROC,SY_tot_flow_janjul,0.88,0.76777,0.181,-0.024,118.8
BY_recon_10,log_tot_flow_CFLP,4.96,0.84286,0.554,0.442,112.1
BY_recon_15,log_tot_flow_CFLP,2.84,0.92169,0.415,0.269,115.1
BY_recon_20,log_tot_flow_CFLP,1.20,0.95799,0.230,0.038,118.1
BY_recon_50,log_tot_flow_CFLP,0.21,0.96430,0.049,-0.189,120.4
BY_recon_80,log_tot_flow_CFLP,0.10,0.96222,0.024,-0.221,120.7
BY_recon_100,log_tot_flow_CFLP,3.92,0.27744,0.495,0.369,113.5
RY_discon_10,log_tot_flow_CFLP,0.94,0.93279,0.190,-0.012,118.7
RY_discon_15,log_tot_flow_CFLP,0.78,0.66383,0.164,-0.045,119.0
RY_discon_20,log_tot_flow_CFLP,0.60,0.64644,0.131,-0.087,119.4
RY_discon_50,log_tot_flow_CFLP,0.56,0.62245,0.123,-0.096,119.5
RY_discon_80,log_tot_flow_CFLP,0.47,0.62487,0.105,-0.118,119.8
RY_discon_100,log_tot_flow_CFLP,0.48,0.61116,0.108,-0.116,119.7
RY_recon_10,log_tot_flow_CFLP,0.40,0.83924,0.091,-0.137,119.9
RY_recon_15,log_tot_flow_CFLP,0.32,0.79537,0.074,-0.157,120.1
RY_recon_20,log_tot_flow_CFLP,0.20,0.79601,0.048,-0.190,120.4
RY_recon_50,log_tot_flow_CFLP,0.20,0.80465,0.047,-0.192,120.5
RY_recon_80,log_tot_flow_CFLP,0.01,0.95582,0.002,-0.247,121.0
RY_recon_100,log_tot_flow_CFLP,0.22,0.74977,0.053,-0.184,120.4
SY_discon_80,log_tot_flow_CFLP,0.04,0.89829,0.010,-0.237,120.9
SY_discon_100,log_tot_flow_CFLP,0.03,0.89887,0.008,-0.240,120.9
BY_min_flow_sepdec,log_tot_flow_CFLP,0.32,0.98714,0.073,-0.159,120.1
RY_min_flow,log_tot_flow_CFLP,0.93,0.34944,0.189,-0.014,118.7
SY_min_flow_janjul,log_tot_flow_CFLP,0.11,0.91948,0.026,-0.217,120.7
tot_flow_CFLP,log_tot_flow_CFLP,0.04,0.77809,0.010,-0.237,120.9
BY_tot_flow_sepdec,log_tot_flow_CFLP,1.35,0.40872,0.253,0.066,117.8
RY_tot_flow,log_tot_flow_CFLP,0.08,0.75079,0.019,-0.227,120.8
SY_tot_flow_janjul,log_tot_flow_CFLP,0.28,0.81490,0.065,-0.169,120.2
log_BY_tot_flow_sepdec,log_tot_flow_CFLP,2.29,0.86021,0.364,0.205,116.0
log_RY_tot_flow,log_tot_flow_CFLP,0.00,0.95430,0.000,-0.250,121.0
log_SY_tot_flow_janjul,log_tot_flow_CFLP,0.12,0.87911,0.030,-0.213,120.7
BY_FA_Mag,log_tot_flow_CFLP,2.23,0.57227,0.527,0.290,81.0
BY_FA_Tim,log_tot_flow_CFLP,0.22,0.55495,0.100,-0.350,85.5
BY_FA_Dur,log_tot_flow_CFLP,1.46,0.85423,0.422,0.133,82.4
RY_Wet_Tim,log_tot_flow_CFLP,2.02,0.52909,0.335,0.169,116.5
RY_Wet_BFL_Dur,log_tot_flow_CFLP,3.06,0.77838,0.433,0.291,114.7
RY_SP_ROC,log_tot_flow_CFLP,0.09,0.99710,0.021,-0.224,120.8
RY_DS_Mag_50,log_tot_flow_CFLP,0.80,0.56017,0.166,-0.042,119.0
RY_DS_Mag_90,log_tot_flow_CFLP,1.61,0.44731,0.288,0.109,117.3
RY_FA_Mag,log_tot_flow_CFLP,2.69,0.28785,0.573,0.360,81.0
RY_FA_Tim,log_tot_flow_CFLP,0.29,0.47449,0.126,-0.311,86.1
RY_FA_Dur,log_tot_flow_CFLP,0.83,0.39031,0.293,-0.060,84.6
RY_Wet_BFL_Mag_50,log_tot_flow_CFLP,0.14,0.69801,0.035,-0.206,120.6
RY_DS_Tim,log_tot_flow_CFLP,0.32,0.80820,0.074,-0.157,120.1
RY_SP_Tim,log_tot_flow_CFLP,0.88,0.94854,0.180,-0.025,118.8
RY_DS_Dur_WS,log_tot_flow_CFLP,0.13,0.83848,0.032,-0.210,120.6
SY_Wet_Tim,log_tot_flow_CFLP,0.80,0.73101,0.166,-0.043,119.0
SY_Wet_BFL_Dur,log_tot_flow_CFLP,0.07,0.93143,0.018,-0.227,120.8
SY_SP_ROC,log_tot_flow_CFLP,0.86,0.81531,0.177,-0.029,118.8
BY_recon_10,log_BY_tot_flow_sepdec,7.93,0.28928,0.665,0.581,109.0
BY_recon_15,log_BY_tot_flow_sepdec,6.54,0.16088,0.620,0.525,110.3
BY_recon_20,log_BY_tot_flow_sepdec,3.50,0.19014,0.467,0.333,114.1
BY_recon_50,log_BY_tot_flow_sepdec,2.00,0.17529,0.333,0.166,116.5
BY_recon_80,log_BY_tot_flow_sepdec,1.87,0.16942,0.319,0.148,116.8
BY_recon_100,log_BY_tot_flow_sepdec,3.44,0.82373,0.462,0.328,114.2
RY_discon_10,log_BY_tot_flow_sepdec,3.11,0.05654,0.437,0.297,114.7
RY_discon_15,log_BY_tot_flow_sepdec,2.60,0.07929,0.394,0.243,115.5
RY_discon_20,log_BY_tot_flow_sepdec,2.32,0.09793,0.367,0.209,116.0
RY_discon_50,log_BY_tot_flow_sepdec,2.18,0.10852,0.353,0.191,116.2
RY_discon_80,log_BY_tot_flow_sepdec,2.11,0.11821,0.345,0.181,116.3
RY_discon_100,log_BY_tot_flow_sepdec,2.10,0.11908,0.344,0.180,116.3
RY_recon_10,log_BY_tot_flow_sepdec,2.88,0.11475,0.419,0.274,115.0
